Image,level
w_3555,34
w_2295,32
w_6208,215
w_6291,82
w_1959,196
w_2781,38
w_887,241
w_4109,175
w_2160,327
w_8864,85
w_3548,17
w_7404,389
w_884,347
w_7982,378
w_7627,50
w_4565,218
w_6151,82
w_7983,114
w_9381,49
w_7257,425
w_3936,111
w_9081,71
w_8528,149
w_6512,118
w_2882,373
w_4096,161
w_295,206
w_2763,239
w_883,157
w_1711,357
w_3140,393
w_4592,416
w_7963,270
w_6516,5
w_305,178
w_8255,241
w_7255,62
w_3554,232
w_9173,191
w_9011,360
w_1338,406
w_2905,377
w_7886,43
w_8510,218
w_4271,140
w_5286,239
w_3675,427
w_6031,131
w_5047,289
w_624,183
w_8267,405
w_7674,391
w_6118,366
w_1716,428
w_1340,307
w_5595,40
w_9414,371
w_7984,212
w_4995,21
w_3939,301
w_1962,315
w_2668,389
w_3700,180
w_3802,84
w_7181,60
w_4327,419
w_590,141
w_9252,135
w_235,127
w_4939,38
w_8668,372
w_212,88
w_5641,266
w_5516,252
w_5082,136
w_6169,289
w_8563,407
w_4994,71
w_8381,161
w_1487,34
w_7108,362
w_9278,132
w_3748,80
w_9471,407
w_9194,31
w_3707,183
w_7285,110
w_6542,209
w_6704,441
w_3070,126
w_9104,183
w_2773,52
w_8092,295
w_6108,246
w_8269,259
w_9184,361
w_5662,163
w_8185,169
w_3,149
w_8,242
w_46,6
w_48,133
w_94,301
w_100,298
w_206,179
w_262,43
w_270,159
w_278,199
w_281,275
w_287,440
w_336,203
w_359,43
w_384,381
w_417,440
w_420,104
w_431,153
w_509,143
w_540,292
w_559,400
w_581,426
w_585,109
w_611,112
w_623,112
w_663,109
w_668,323
w_683,379
w_699,301
w_733,158
w_814,153
w_821,0
w_835,242
w_918,426
w_956,127
w_996,55
w_997,288
w_1043,112
w_1046,73
w_1069,347
w_1149,129
w_1156,13
w_1164,123
w_1195,278
w_1234,368
w_1237,292
w_1258,272
w_1295,139
w_1298,153
w_1316,47
w_1372,168
w_1392,348
w_1451,110
w_1476,319
w_1497,129
w_1513,78
w_1520,379
w_1531,117
w_1578,272
w_1596,319
w_1652,234
w_1659,341
w_1660,127
w_1661,179
w_1747,35
w_1750,96
w_1754,440
w_1765,43
w_1773,234
w_1832,416
w_1857,6
w_1880,301
w_1889,153
w_1920,133
w_1925,109
w_1938,285
w_1945,393
w_1957,107
w_1964,379
w_1967,278
w_1970,272
w_1981,96
w_1989,109
w_1991,426
w_2039,320
w_2059,13
w_2065,309
w_2071,109
w_2080,330
w_2090,426
w_2162,292
w_2177,323
w_2211,292
w_2325,319
w_2385,47
w_2414,199
w_2443,188
w_2495,163
w_2499,382
w_2535,295
w_2588,179
w_2621,381
w_2715,440
w_2797,292
w_2809,445
w_2835,275
w_2844,426
w_2853,199
w_2859,285
w_2909,321
w_2952,419
w_2960,405
w_2992,104
w_3079,236
w_3085,426
w_3116,107
w_3149,17
w_3178,109
w_3183,379
w_3193,393
w_3204,416
w_3208,419
w_3216,370
w_3243,426
w_3263,445
w_3279,253
w_3288,11
w_3309,292
w_3319,150
w_3322,272
w_3360,59
w_3401,6
w_3524,348
w_3533,387
w_3546,381
w_3583,272
w_3592,36
w_3600,32
w_3603,20
w_3619,323
w_3640,2
w_3656,158
w_3718,416
w_3725,439
w_3741,63
w_3744,320
w_3752,341
w_3781,2
w_3822,11
w_3835,285
w_3850,440
w_3880,440
w_3894,272
w_3896,243
w_3904,341
w_3941,364
w_3964,426
w_3991,242
w_4026,118
w_4032,79
w_4057,381
w_4089,33
w_4095,242
w_4150,43
w_4159,309
w_4175,419
w_4219,107
w_4254,163
w_4267,112
w_4272,78
w_4301,426
w_4335,153
w_4383,96
w_4443,120
w_4507,292
w_4548,117
w_4572,9
w_4574,292
w_4575,426
w_4613,107
w_4677,439
w_4680,47
w_4682,445
w_4712,33
w_4730,127
w_4743,400
w_4754,278
w_4776,364
w_4779,426
w_4790,109
w_4797,440
w_4815,331
w_4816,73
w_4820,117
w_4846,236
w_4866,426
w_4872,321
w_4892,292
w_4930,129
w_4947,446
w_4997,426
w_4998,353
w_5040,440
w_5117,285
w_5128,123
w_5136,47
w_5189,376
w_5250,107
w_5263,387
w_5264,55
w_5271,129
w_5309,153
w_5339,285
w_5392,320
w_5442,348
w_5480,163
w_5491,445
w_5524,341
w_5558,285
w_5607,341
w_5620,9
w_5639,73
w_5649,179
w_5659,129
w_5664,153
w_5676,43
w_5679,242
w_5748,370
w_5750,336
w_5792,241
w_5816,320
w_5822,440
w_5831,405
w_5860,364
w_5863,330
w_5874,445
w_5889,188
w_6022,285
w_6037,234
w_6041,242
w_6097,179
w_6133,150
w_6134,218
w_6135,445
w_6138,269
w_6153,275
w_6179,153
w_6186,292
w_6225,320
w_6240,301
w_6251,445
w_6263,295
w_6286,213
w_6296,381
w_6311,387
w_6383,416
w_6387,107
w_6416,109
w_6417,6
w_6440,381
w_6456,309
w_6465,234
w_6481,109
w_6525,341
w_6531,2
w_6552,416
w_6593,285
w_6601,424
w_6632,11
w_6636,440
w_6675,120
w_6717,393
w_6784,330
w_6808,82
w_6815,33
w_6865,381
w_6879,224
w_6884,149
w_6908,109
w_6973,275
w_7040,179
w_7077,78
w_7094,253
w_7104,35
w_7112,426
w_7130,33
w_7141,82
w_7165,292
w_7182,53
w_7188,426
w_7196,73
w_7217,323
w_7259,36
w_7275,78
w_7299,292
w_7313,419
w_7317,426
w_7355,382
w_7356,439
w_7372,439
w_7409,241
w_7413,298
w_7430,278
w_7458,78
w_7489,315
w_7521,364
w_7530,117
w_7540,341
w_7549,179
w_7600,272
w_7689,110
w_7701,6
w_7704,419
w_7722,188
w_7777,376
w_7788,112
w_7885,393
w_7896,127
w_7909,109
w_7919,353
w_7989,72
w_8009,270
w_8023,320
w_8076,224
w_8182,301
w_8204,13
w_8213,6
w_8298,405
w_8306,387
w_8316,107
w_8333,292
w_8335,6
w_8363,109
w_8395,78
w_8408,129
w_8420,440
w_8439,241
w_8471,348
w_8487,272
w_8495,379
w_8502,419
w_8526,104
w_8537,143
w_8551,109
w_8562,419
w_8572,387
w_8606,109
w_8619,109
w_8622,179
w_8624,376
w_8683,24
w_8690,320
w_8691,234
w_8731,330
w_8733,285
w_8815,353
w_8819,292
w_8886,425
w_8898,278
w_8913,0
w_8938,72
w_8971,288
w_8983,426
w_9010,425
w_9016,320
w_9057,439
w_9070,96
w_9080,298
w_9118,73
w_9138,104
w_9186,0
w_9191,440
w_9211,59
w_9246,143
w_9248,285
w_9281,388
w_9299,91
w_9304,381
w_9320,234
w_9342,381
w_9379,129
w_9397,78
w_9398,73
w_9399,43
w_9403,24
w_9428,253
w_9450,109
w_9468,294
